_id,id,text,label,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc5f),1.12E+18,"GYX continues Flood Warning for Connecticut River near Dalton [NH] till Apr 18, 10:00 AM EDT https://t.co/yOEh6EGJii",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc63),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/AbZnRPaMjC,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc66),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/CAH0cm2AEB,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc68),1.12E+18,"CAR extends time of Flood Warning valid at Apr 17, 5:01 AM EDT for Mattawamkeag River above Mattawamkeag [ME] until further notice https://t.co/SEWrt1FDlz",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc6a),1.12E+18,"CAR extends time of Flood Warning valid at Apr 17, 5:01 AM EDT for Mattawamkeag River above Mattawamkeag [ME] until further notice https://t.co/nGgxZI0EK6",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc6c),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/DnQ4CH54ml,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc6e),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/f2cGJohoc3,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc70),1.12E+18,"April 16, 2019 at 03:54PMAKQ cancels Flood Warning for James River at Richmond Westham [VA] https://t.co/0TK2Aymeoi",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc72),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/K5fbnkUU2B,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc74),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/7Kshutgh98,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc77),1.12E+18,Flood Warning issued April 16 at 8:14PM CDT until further notice by NWS: .Here is an evening update for flooding on the Mississippi River. River forecasts include past precipitation and forecast rainfall for the next 24�?https://t.co/3r2BTPFLnA -SevereWXAlerts -Severe WX Alerts,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc79),1.12E+18,"Ring dikes partly closed against Red River, Highway 75 might stay open, flood report says
https://t.co/80DpVxCWgb",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc7d),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/UTTjLXEvFW,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc7f),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/elLoJZLjg5,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc81),1.12E+18,"In 1879, the Hungarian city of Szeged was almost completely destroyed by a devastating flood from the River Tisza, killing more than a hundred people and leaving its population of 60,000 people all but homeless.

https://t.co/YKngBQJdku",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc83),1.12E+18,BTV cancels Flood Warning for Barton River at Coventry [VT] https://t.co/DBa9oCGnWL,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc85),1.12E+18,"River Levels in the last 5 days at North Drain Pumping Station : Mark �?Burtle Border. Latest recorded level 1.78m at BST 4:00am, Wednesday 17 April 2019. https://t.co/3wvV9W3BG5 https://t.co/nqh04KyCzE",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc89),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/BokZRPChH5,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc8b),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/M5jEbwwwdx,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc91),1.12E+18,MOB continues Flood Warning for Tombigbee River near Leroy [AL] until further notice https://t.co/Ip4T9hZZl7,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc93),1.12E+18,MOB continues Flood Warning for Tombigbee River near Coffeeville Dam [AL] until further notice https://t.co/Fxev3f2nGc,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc95),1.12E+18,MOB continues Flood Warning for Tombigbee River near Leroy [AL] until further notice https://t.co/URXKx6qqyX,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc97),1.12E+18,MOB continues Flood Warning for Tombigbee River near Coffeeville Dam [AL] until further notice https://t.co/HyJvLf1PD6,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc99),1.12E+18,MOB continues Flood Warning for Tombigbee River near Leroy [AL] until further notice https://t.co/wf06HVHLAx,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc9b),1.12E+18,MOB continues Flood Warning for Tombigbee River near Leroy [AL] until further notice https://t.co/EaUQNtdpe9,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc9d),1.12E+18,MOB continues Flood Warning for Tombigbee River near Coffeeville Dam [AL] until further notice https://t.co/AWsx7SVdrV,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dc9f),1.12E+18,"Oaks Estate during the infamous flood of the Queanbeyan River, 1974.
[Source: NAA]
#Canberra
@ArchivesACT https://t.co/hCs4IAKfwO",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dca1),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/h8rJltsd0d,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dca7),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/7EoSRF6jTc,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcac),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/FEMloN9ox7,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcae),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/D5rvrqmV7x,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcb0),1.12E+18,"RAH extends time of Flood Warning for Neuse River near Goldsboro [NC] till Apr 19, 10:00 PM EDT https://t.co/Sjb4GE4w3c",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcb2),1.12E+18,"RAH extends time of Flood Warning for Neuse River near Goldsboro [NC] till Apr 19, 10:00 PM EDT https://t.co/OtPNwh29YB",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcb5),1.12E+18,RAH continues Flood Warning for Neuse River at Smithfield [NC] until further notice https://t.co/lPdcAgftkV,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcb7),1.12E+18,RAH continues Flood Warning for Neuse River at Smithfield [NC] until further notice https://t.co/WOIuK90xjm,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcb9),1.12E+18,River Info: JAMES R near COLUMBIA SD 1S is past crest and in MAJOR flood cat #CMBS2 #SDflood #SDwx https://t.co/fPS9EnSQrD,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcc0),1.12E+18,"JAN continues Flood Warning valid at Apr 20, 7:00 AM CDT for Black River at Jonesville L and D [LA] until further notice https://t.co/2tVuiug2mR",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcc2),1.12E+18,"JAN continues Flood Warning valid at Apr 20, 7:00 AM CDT for Black River at Jonesville L and D [LA] until further notice https://t.co/7SjHfT7MFT",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcc4),1.12E+18,"JAN continues Flood Warning valid at Apr 20, 7:00 AM CDT for Black River at Jonesville L and D [LA] until further notice https://t.co/VfHRdNnxDQ",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcc6),1.12E+18,"JAN continues Flood Warning valid at Apr 20, 7:00 AM CDT for Black River at Jonesville L and D [LA] until further notice https://t.co/KeaJG2CCsG",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcc8),1.12E+18,JAN continues Flood Warning for Boeuf River near Fort Necessity [LA] until further notice https://t.co/xAi5AwmR6C,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dccb),1.12E+18,JAN continues Flood Warning for Boeuf River near Fort Necessity [LA] until further notice https://t.co/yLRScbsPCw,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dccd),1.12E+18,JAN continues Flood Warning for Boeuf River near Fort Necessity [LA] until further notice https://t.co/kHkA69l0Nd,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dccf),1.12E+18,JAN continues Flood Warning for Boeuf River near Fort Necessity [LA] until further notice https://t.co/B1QkS9Afj8,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcd1),1.12E+18,"JAN continues Flood Warning for Noxubee River at Macon [MS] till Apr 18, 7:45 PM CDT https://t.co/BFOC2uAe5X",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcd3),1.12E+18,"JAN continues Flood Warning for Noxubee River at Macon [MS] till Apr 18, 7:45 PM CDT https://t.co/lyA2xVMswY",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcd5),1.12E+18,"JAN continues Flood Warning for Noxubee River at Macon [MS] till Apr 18, 7:45 PM CDT https://t.co/EWaj0lSYPz",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcd7),1.12E+18,"JAN continues Flood Warning for Noxubee River at Macon [MS] till Apr 18, 7:45 PM CDT https://t.co/jiKer0w7TX",0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcd9),1.12E+18,JAN continues Flood Warning for Pearl River at Jackson [MS] until further notice https://t.co/K2CmHOhrnv,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcdb),1.12E+18,JAN continues Flood Warning for Pearl River at Jackson [MS] until further notice https://t.co/kILBb6teNf,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcdd),1.12E+18,JAN continues Flood Warning for Pearl River at Jackson [MS] until further notice https://t.co/C95YAWtzyd,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcdf),1.12E+18,JAN continues Flood Warning for Pearl River at Jackson [MS] until further notice https://t.co/0MOadZWt0z,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dce1),1.12E+18,*** ALERT- Flood Warning issued April 16 at 9:58PM CDT until further notice by NWS ...The Flood Warning continues for the following streams in Kansas.. Big Blue River near Blue Rapids affecting Marshall County The Flood Warning continues for The Big Blue�?https://t.co/BQgwyn73Mk,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dce3),1.12E+18,JAN continues Flood Warning for Yockanookany River near Ofahoma [MS] until further notice https://t.co/dSJLei85Eu,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dce5),1.12E+18,JAN continues Flood Warning for Yockanookany River near Ofahoma [MS] until further notice https://t.co/EWOhfONjfA,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dce6),1.12E+18,JAN continues Flood Warning for Yockanookany River near Ofahoma [MS] until further notice https://t.co/CJUixRlkVC,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dce8),1.12E+18,JAN continues Flood Warning for Yockanookany River near Ofahoma [MS] until further notice https://t.co/sMfCTamFnB,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcea),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/f4iyGWiSDM,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcf0),1.12E+18,Braithwaite Monitoring the local river levels in Braithwaite for the flood group https://t.co/kcNQccLaPW,0,,,,,,,,
ObjectId(5cb6f7a55e7539387083dcf1),1.12E+18,"JAN continues Flood Warning for Pearl River above Philadelphia [MS] till Apr 20, 1:00 PM CDT https://t.co/Qra7VRsTED",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de82),1.12E+18,JAN continues Flood Warning for Pearl River at Edinburg [MS] until further notice https://t.co/bBIaZpXyyz,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de83),1.12E+18,JAN continues Flood Warning for Pearl River at Edinburg [MS] until further notice https://t.co/WalFSuvSTL,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de84),1.12E+18,JAN continues Flood Warning for Pearl River near Carthage [MS] until further notice https://t.co/ivrUyET11V,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de85),1.12E+18,"JAN continues Flood Warning for Pearl River above Philadelphia [MS] till Apr 20, 1:00 PM CDT https://t.co/AL9OKoN9Jk",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de86),1.12E+18,"JAN continues Flood Warning for Pearl River above Philadelphia [MS] till Apr 20, 1:00 PM CDT https://t.co/cIFTffEcb7",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de87),1.12E+18,JAN continues Flood Warning for Pearl River at Edinburg [MS] until further notice https://t.co/VhYEsdBSg5,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de88),1.12E+18,"JAN continues Flood Warning for Pearl River above Philadelphia [MS] till Apr 20, 1:00 PM CDT https://t.co/jh1Qco2Dn1",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de89),1.12E+18,JAN continues Flood Warning for Pearl River near Carthage [MS] until further notice https://t.co/HzDsQllqqm,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de8a),1.12E+18,JAN continues Flood Warning for Pearl River near Carthage [MS] until further notice https://t.co/fKc9FuK6ls,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de8b),1.12E+18,JAN continues Flood Warning for Pearl River near Carthage [MS] until further notice https://t.co/Y8ZWS8LtVg,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de8c),1.12E+18,JAN continues Flood Warning for Pearl River at Edinburg [MS] until further notice https://t.co/g22R2TGdW5,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de8d),1.12E+18,...The Flood Warning continues for the following streams in Kansas.. Big Blue River near Blue Rapids affecting Marshall Co https://t.co/o77b1TKIjt,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de8e),1.12E+18,"LOVE how a #Nebraska school district got classes back in session just days after 2 downed bridges over the flood-swollen Loup River divided the student population. Teachers used #technology to instruct remotely, keeping classes on track. #smart #resilient  https://t.co/lMyriLltAV",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de8f),1.12E+18,JAN cancels Flood Warning for Chickasawhay River at Enterprise [MS] https://t.co/0BSE9cmZ9F,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de90),1.12E+18,JAN cancels Flood Warning for Chickasawhay River at Enterprise [MS] https://t.co/8OppeGb0CW,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de91),1.12E+18,JAN cancels Flood Warning for Chickasawhay River at Enterprise [MS] https://t.co/frPGnZ8rj6,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de92),1.12E+18,JAN cancels Flood Warning for Chickasawhay River at Enterprise [MS] https://t.co/xhkcgv2Uvn,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de94),1.12E+18,JAN cancels Flood Warning for Yockanookany River near Kosciusko [MS] https://t.co/mF7tmg6d69,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de95),1.12E+18,JAN cancels Flood Warning for Yockanookany River near Kosciusko [MS] https://t.co/obb8NqX985,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de96),1.12E+18,JAN cancels Flood Warning for Yockanookany River near Kosciusko [MS] https://t.co/DTJoZ652Um,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de97),1.12E+18,JAN cancels Flood Warning for Yockanookany River near Kosciusko [MS] https://t.co/TDqRs5O2On,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de99),1.12E+18,JAN continues Flood Warning for Pearl River near Rockport [MS] until further notice https://t.co/IKDJPu5RQb,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de9a),1.12E+18,"JAN continues Flood Warning valid at Apr 18, 1:00 PM CDT for Pearl River near Columbia [MS] until further notice https://t.co/TuHEyaGpEr",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de9b),1.12E+18,JAN continues Flood Warning for Pearl River near Monticello [MS] until further notice https://t.co/FnRGgxL1xV,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de9c),1.12E+18,"JAN continues Flood Warning valid at Apr 18, 1:00 PM CDT for Pearl River near Columbia [MS] until further notice https://t.co/5tf7CQKhdG",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de9d),1.12E+18,JAN continues Flood Warning for Pearl River near Monticello [MS] until further notice https://t.co/5kU9pbGlfC,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de9e),1.12E+18,JAN continues Flood Warning for Pearl River near Rockport [MS] until further notice https://t.co/ufOVdcyiVa,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083de9f),1.12E+18,"JAN continues Flood Warning valid at Apr 18, 1:00 PM CDT for Pearl River near Columbia [MS] until further notice https://t.co/SSJKqFnIYE",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dea0),1.12E+18,JAN continues Flood Warning for Pearl River near Rockport [MS] until further notice https://t.co/XzqovzBQCv,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dea1),1.12E+18,"JAN continues Flood Warning valid at Apr 18, 1:00 PM CDT for Pearl River near Columbia [MS] until further notice https://t.co/EkNojwg0uU",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dea2),1.12E+18,JAN continues Flood Warning for Pearl River near Monticello [MS] until further notice https://t.co/fS6x7AO9YU,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dea3),1.12E+18,JAN continues Flood Warning for Pearl River near Monticello [MS] until further notice https://t.co/B1sKvdC9Hr,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dea4),1.12E+18,JAN continues Flood Warning for Pearl River near Rockport [MS] until further notice https://t.co/G6cIphSap9,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deac),1.12E+18,NWS Alert&gt; Flood Warning for The Wisconsin River At Castle Rock Dam. From Late Wednesday Night to Tuesday April 23. At 9:10 PM Tuesday The Flow Was 21837 Cfs. Flood Stage is 30000 Cfs. Minor Flooding is Forecast... #wiwx https://t.co/uUgL7vlIZl,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dead),1.12E+18,"ARX issues Flood Warning valid at Apr 18, 5:30 PM CDT for Yellow River at Necedah [WI] till Apr 23, 7:00 AM CDT https://t.co/OrvVZkX1R8",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deae),1.12E+18,"ARX issues Flood Warning valid at Apr 18, 5:24 AM CDT for Wisconsin River at Castle Rock Dam [WI] till Apr 23, 7:00 AM CDT https://t.co/jtM1Nou3vt",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deaf),1.12E+18,@RehamKhan1 Heavy flood is expected from Afghanistan by Jabul river.,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deb2),1.12E+18,GYX cancels Flood Warning for Kennebec River at Skowhegan [ME] https://t.co/omdQ4Mfhn4,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deb5),1.12E+18,JAN continues Flood Warning for Big Black River near Bentonia [MS] until further notice https://t.co/DIm8CPm7Yv,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deb6),1.12E+18,JAN continues Flood Warning for Big Black River near Bovina [MS] until further notice https://t.co/6o9FVyYHYy,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deb7),1.12E+18,JAN continues Flood Warning for Big Black River at West [MS] until further notice https://t.co/IKZxsWmKGA,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deb8),1.12E+18,JAN continues Flood Warning for Big Black River near Bovina [MS] until further notice https://t.co/YfT8DQOAnc,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deb9),1.12E+18,JAN continues Flood Warning for Big Black River near Bovina [MS] until further notice https://t.co/EhK1SIyKAD,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deba),1.12E+18,JAN continues Flood Warning for Big Black River near Bentonia [MS] until further notice https://t.co/iDwL8xz9YS,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083debb),1.12E+18,JAN continues Flood Warning for Big Black River near Bentonia [MS] until further notice https://t.co/ObyBKelpRF,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083debc),1.12E+18,JAN continues Flood Warning for Big Black River near Bovina [MS] until further notice https://t.co/fHDyRtS8ke,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083debd),1.12E+18,JAN continues Flood Warning for Big Black River near Bentonia [MS] until further notice https://t.co/OjmBSQQAhR,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083debe),1.12E+18,JAN continues Flood Warning for Big Black River at West [MS] until further notice https://t.co/5mIHoiihDM,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083debf),1.12E+18,JAN continues Flood Warning for Big Black River at West [MS] until further notice https://t.co/yJTSYtuJcu,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec0),1.12E+18,"ARX extends time of Flood Warning valid at Apr 17, 11:00 AM CDT for Black River at Black River Falls [WI] till Apr 20, 9:00 AM CDT https://t.co/zwjHLBlNoU",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec1),1.12E+18,"ARX extends time of Flood Warning valid at Apr 18, 1:00 PM CDT for Trempealeau River at Dodge [WI] till Apr 21, 5:00 PM CDT https://t.co/HtsMDUAgRY",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec2),1.12E+18,Heavy flood is expected from Afghanistan in Kabul river https://t.co/pNGC8o4sJf,0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec3),1.12E+18,"PAH continues Flood Warning valid at Apr 17, 4:00 AM CDT for Wabash River at New Harmony [IN] till Apr 21, 7:00 PM CDT https://t.co/IzMRYZohf4",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec4),1.12E+18,"PAH continues Flood Warning valid at Apr 17, 4:00 AM CDT for Wabash River at New Harmony [IN] till Apr 21, 7:00 PM CDT https://t.co/bVuPBkAwDG",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec5),1.12E+18,"PAH continues Flood Warning valid at Apr 17, 4:00 AM CDT for Wabash River at New Harmony [IN] till Apr 21, 7:00 PM CDT https://t.co/Q7xcKGnvzs",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec6),1.12E+18,"MEG extends time of Flood Warning for Buttahatchie River near Aberdeen [MS] till Apr 20, 4:00 PM CDT https://t.co/ougOessFbb",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec7),1.12E+18,"MEG extends time of Flood Warning for Buttahatchie River near Aberdeen [MS] till Apr 20, 4:00 PM CDT https://t.co/7EsAcZ5N8a",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec8),1.12E+18,"MEG extends time of Flood Warning for Tombigbee River at Bigbee [MS] till Apr 20, 7:00 AM CDT https://t.co/InKyLsjCc8",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dec9),1.12E+18,"MEG extends time of Flood Warning for Buttahatchie River near Aberdeen [MS] till Apr 20, 4:00 PM CDT https://t.co/FWNwLhSLXj",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083deca),1.12E+18,"MEG extends time of Flood Warning for Tombigbee River at Bigbee [MS] till Apr 20, 7:00 AM CDT https://t.co/LuQoz46WBa",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083decb),1.12E+18,"MEG extends time of Flood Warning for Buttahatchie River near Aberdeen [MS] till Apr 20, 4:00 PM CDT https://t.co/PLrCLT1SbB",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083decc),1.12E+18,"MEG extends time of Flood Warning for Buttahatchie River near Aberdeen [MS] till Apr 20, 4:00 PM CDT https://t.co/huEJW2JOsE",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083decd),1.12E+18,"MEG extends time of Flood Warning for Tombigbee River at Bigbee [MS] till Apr 20, 7:00 AM CDT https://t.co/7JgcDA9Tkh",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083dece),1.12E+18,"MEG extends time of Flood Warning for Tombigbee River at Bigbee [MS] till Apr 20, 7:00 AM CDT https://t.co/oAVqKKZReS",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083decf),1.12E+18,"MEG extends time of Flood Warning for Tombigbee River at Bigbee [MS] till Apr 20, 7:00 AM CDT https://t.co/hjlZfzXBGT",0,,,,,,,,
ObjectId(5cb6f7a75e7539387083ded0),1.12E+18,ALY continues Flood Warning for Schroon River at Riverbank [NY] until further notice https://t.co/AQAiblH9jx,0,,,,,,,,
