_id,id,text,label
ObjectId(5cb6f7a35e7539387083da10),1.12E+18,#YouAreUs #arohanui concert #ChristchurchMosqueAttack #Christchurch We have a greatest talent here in Aotearoa #WeAreOne,0
ObjectId(5cb6f7a35e7539387083da11),1.12E+18,"Our Rock Concert last week was a great success! A big congratulations to all of our hard working staff and talented students. 

#RockConcert #SpringConcert #Music #Instruments #Talent 
@KingsGroupOrg https://t.co/WCHf6byWLJ",1
ObjectId(5cb6f7a35e7539387083da12),1.12E+18,"IU said that she is hungry right before the concert

PD: just think all the food you can eat after this
IU: we have to go to the airport after concert __
PD: I__l wait at the airport with tasty foods
IU: really? Then we should left early

.... screen goes blank ....

__ https://t.co/iXSMPv3NHo",1
ObjectId(5cb6f7a35e7539387083da13),1.12E+18,The fcking goosebumps omg what can I do to experience a bts concert like this ______ https://t.co/yrAMzdLQfa,0
ObjectId(5cb6f7a35e7539387083da14),1.12E+18,"@westlifemusic Have so many Westlife memories. Thay have gotten me threw so much good and bad times. But one of my favourites is when you sang What Makes A Man for me at the O2 Smartsounds concert https://t.co/ZAsrmzVg7G 
#20YearsOfWestlife",1
ObjectId(5cb6f7a35e7539387083da15),1.12E+18,Feeling a little __uperstitious _.  Sound check for tonight__ Spring Concert.  Just a short snippet of the chamber choir performing.  Don__ a miss a great night. https://t.co/laewnhDxjO,0
ObjectId(5cb6f7a35e7539387083da16),1.12E+18,@NetflixUK I__ organising a raffle and charity concert to raise money for save the family on May 4th. I wonder if there__ anything you would be able to donate? Help of any kind would be appreciated as it is for a very good cause,0
ObjectId(5cb6f7a35e7539387083da17),1.12E+18,"#Menatwork: at New Concept Media we make things happen.
Sinach Live in Concert

#events 
#eventprofs 
#eventproduction
#sound
#Screens https://t.co/KO76THw1cK",0
ObjectId(5cb6f7a35e7539387083da18),1.12E+18,"[!] 190417 To celebrate the last day of #EXO_CBX's Magical Circus Encore Concert in Saitama Super Arena __

We will be using the following hashtag's:
#MagicalCircus_D2 and #MagicalEncoreCBX 

#EXO #___ weareoneEXO B_hundred_Hyun https://t.co/ZnfCMOdSqW",0
ObjectId(5cb6f7a35e7539387083da19),1.12E+18,people are talking Yo-Yo Ma__ concert at the border was a beautiful prayer amid an ugly conflict,0
ObjectId(5cb6f7a35e7539387083da1a),1.12E+18,@VibeTickets I would love to see Shawn Mendes in concert in London!!,0
ObjectId(5cb6f7a35e7539387083da1b),1.12E+18,"Tough round, 24pts Rd2

#PopMaster

3 in 10? Ah, erm, no. I've even been to see him in concert too lol",1
ObjectId(5cb6f7a35e7539387083da1c),1.12E+18,"UCD School of Music presents a lunchtime concert of chant music performed by our 3rd year students on Thursday 18th April in the Moore Auditorium which is located in Science Centre East from 12:30 - 13:15. 
All welcome. https://t.co/8OQjhpXhp2",0
ObjectId(5cb6f7a35e7539387083da1d),1.12E+18,How am I suppose to go to sleep after that amazing concert??,0
ObjectId(5cb6f7a35e7539387083da1e),1.12E+18,"[!] 190417 To celebrate the last day of #EXO_CBX's Magical Circus Encore Concert in Saitama Super Arena __

We will be using the following hashtag's:
#MagicalCircus_D2 and #MagicalEncoreCBX 

#EXO #___ weareoneEXO B_hundred_Hyun https://t.co/XlVBpdbzHH",0
ObjectId(5cb6f7a35e7539387083da1f),1.12E+18,"[!] 190417 To celebrate the last day of #EXO_CBX's Magical Circus Encore Concert in Saitama Super Arena __

We will be using the following hashtag's:
#MagicalCircus_D2 and #MagicalEncoreCBX 

#EXO #___ @weareoneEXO @B_hundred_Hyun https://t.co/slKHLW24la",0
ObjectId(5cb6f7a35e7539387083da20),1.12E+18,The concert is already starting?! :.:,0
ObjectId(5cb6f7a35e7539387083da21),1.12E+18,@AHS_debs The whole show was like a kpop concert tho xD,0
ObjectId(5cb6f7a35e7539387083da22),1.12E+18,"@OwenHerring @bbcproms I guess it's typical of concert hall programming. It survives on bums-on-seats, so they can't expand beyond the hits, even though there's an immensely rich repertoire beyond that.",0
ObjectId(5cb6f7a35e7539387083da23),1.12E+18,"Don't know someone. But the people who are close to you, know what you have gone through. I don't know everything entirely, but I do know you always think of us before every concert and always thank us whenever you receive an award. You are special to us as we are special to you",0
ObjectId(5cb6f7a35e7539387083da24),1.12E+18,#YouAreUs #arohanui concert #ChristchurchMosqueAttack #Christchurch Shapeshifter nuff said,1
ObjectId(5cb6f7a35e7539387083da25),1.12E+18,Samson: Sinfonia HWV 57 by George Frideric Handel performed by Trevor Pinnock / English Concert,0
ObjectId(5cb6f7a35e7539387083da26),1.12E+18,I want to have this and give it to @pauljasonklein at their live concert https://t.co/bf7UGJQ0To,0
ObjectId(5cb6f7a35e7539387083da27),1.12E+18,@barrybbenson__ Love of my life and best concert I__e ever been to hahahaha,1
ObjectId(5cb6f7a35e7539387083da28),1.12E+18,"@rhnnpdrjs money is ready, just waiting for exo's concert __",1
ObjectId(5cb6f7a35e7539387083da29),1.12E+18,"Have you got your Tickets yet for this Easter Sunday, 21st April treat of SeÃ¡n Keane on stage joined by The Mayo Concert Orchestra for a benefit concert in aid of the ""Regina's Fight For Life Campaign"". Tickets can... https://t.co/WjyS2C3wrU",0
ObjectId(5cb6f7a35e7539387083da2a),1.12E+18,"me: I'm sad I miss ravi and imfact in Spain, the best days of my life 

imfact: the day after let's drop a video of the spain concert

ravi 4 days later: let's drop a photo in a bk in spain

me: fuck y'all",0
ObjectId(5cb6f7a35e7539387083da2b),1.12E+18,"2018 SBYA for Music @GuyButtery returns from the USA &amp; Brazil for a special one-off concert in Makhanda - Fountain Foyer, Monument, Tues 23 April. Arrive from 6pm, show starts 7pm.
For more info and to get your tickets check in with https://t.co/lAMWCjBo82 or call 046 603 1163 https://t.co/RwDrROpPmy",0
ObjectId(5cb6f7a35e7539387083da2c),1.12E+18,Now im just up like chuck with all this energy cuhs I just got finished from my 2 hour concert lmfaooo,1
ObjectId(5cb6f7a35e7539387083da2d),1.12E+18,"@flowerpetalpjm bts fan since 2016
O album
O lightsick
O concert
O fanmeet

I have my precious phone its very okay__",0
ObjectId(5cb6f7a35e7539387083da2e),1.12E+18,"As always, the lineup for the #BasslineFest - Celebrating Africa Day - concert will boast artists from across the continent and abroad. Among the big names are Alibombo from Colombia, @mreazi &amp; ASA of Nigeria. #OurMusicYourMemories https://t.co/4bPA49Me4o",0
ObjectId(5cb6f7a35e7539387083da2f),1.12E+18,haven't even been to a single concert since my fam doesn't trust me in places a plane ride away but hey... watch me order that ver3 without money and any hesitation _¤ª,0
ObjectId(5cb6f7a35e7539387083da30),1.12E+18,"190416 The K-POP : SBS PLUS's Youtube Channel updated : ""SPOT"" The 25th Dream Concert 2019 - #_¸í____ Woohyun
_¶ï_https://t.co/Vm7W7PBVLg 
#____ #_°í_ https://t.co/Vm7W7PBVLg",0
ObjectId(5cb6f7a35e7539387083da31),1.12E+18,"EXO-Ls, for the final day of CBX Magical Circus 2019 Concert in Saitama Super Arena

Following are hashtags to be used:

#MagicalCircus_D2 &amp; #MagicalEncoreCBX

@weareoneEXO #EXO_CBX #CHEN #BAEKHYUN #XIUMIN @B_hundred_Hyun https://t.co/aNyXU4SZwL",0
ObjectId(5cb6f7a35e7539387083da32),1.12E+18,after seeing all the people going to shawns concert I can__ work out if I wanna go to shawns concert or like loads of harry ones __,0
ObjectId(5cb6f7a35e7539387083da33),1.12E+18,"Namiss ko bigla mag EXO concert.  Huhu kailan ba uli?? 

Ps.  I'm still scared to enter our room damn that fucking spider",0
ObjectId(5cb6f7a35e7539387083da34),1.12E+18,I just mentally tried to do the moves from the #HOMECOMING concert. I lasted about 1 minute 3 seconds. The fact that sis is giving us these stellar moves and live vocals. We have to stan. https://t.co/nPhe35UGSG,0
ObjectId(5cb6f7a35e7539387083da35),1.12E+18,@Btsfancafey Hahaha Ok JK roger that __ my whole life seems like a betryal that i can't even attend your concert __,0
ObjectId(5cb6f7a35e7539387083da36),1.12E+18,"Stopped watching #arohanui concert. Great performers &amp; event production, but essential emotions are missing. 1 group was the target of mosque attacks &amp; something of their experience (past+present) could've been conveyed if @MoMuse_ able to perform 'Friday'
https://t.co/5eh1sZxKFD",0
ObjectId(5cb6f7a35e7539387083da37),1.12E+18,behind the scenes of gikwang's concert and iu tv IM ALIVEEEEEEEEEE https://t.co/Kr3mUDOSME,0
ObjectId(5cb6f7a35e7539387083da38),1.12E+18,All I ever wanted was to have concert vibes with a bae__ the ultimate connection for me is through music__ https://t.co/FWJEQnpZhH,0
ObjectId(5cb6f7a35e7539387083da39),1.12E+18,"Beyonce Drops Surprise 'Homecoming' Live Album: Stream It Now
It was quite the homecoming for Beyonce, whose hotly-anticipated concert film got its official premiere in the early hours of Wednesday and... https://t.co/NHKiVb9G6C",0
ObjectId(5cb6f7a35e7539387083da3a),1.12E+18,"DREAM CONCERT 2019 - #Golden_Child as part of the line up. 

#ê³__ì°___ #ê³_°¨
https://t.co/XWSl6OOs3W",0
ObjectId(5cb6f7a35e7539387083da3b),1.12E+18,"#YouAreUs #arohanui concert #ChristchurchMosqueAttack #Christchurch @themikeking 20,000 people there. Fantastic turnout",0
ObjectId(5cb6f7a35e7539387083da3c),1.12E+18,"@jimmyfallon Took my youngest, she was 9 at the time,  to a Sugarland concert, she was a big fan of their music. Little Big Town opened the show. My daughter fell asleep after LBT's 4th song and slept through the rest of the show. #ConcertFail",1
ObjectId(5cb6f7a35e7539387083da3d),1.12E+18,Tell me more about how malia Obama was smoking at a concert and drinking and twerking? I seem to recall a lot of foxtards talking about this for about 6 weeks.... https://t.co/70r22lDQC9,0
ObjectId(5cb6f7a35e7539387083da3e),1.12E+18,Check out this concert: Melanie @ Theater De Lawei on 4 Dec https://t.co/ulBOGfCp0m https://t.co/W2y2uaVmDO,0
ObjectId(5cb6f7a35e7539387083da3f),1.12E+18,"_ you can put your moondongie and freebies during the concert!
_ can be brought into the stadium
_ can use during cupsleeve events/ concerts to show support for our boys! 
_ will do giveaway once we reach our minimum order for each set! _
#MONSTAXinKL #MONSTAXinMY",0
ObjectId(5cb6f7a35e7539387083da40),1.12E+18,"concert, metal, ministry, vip | eBay https://t.co/Cj5qqSLIcE",0
ObjectId(5cb6f7a35e7539387083da41),1.12E+18,@bangtanoptimist @softgidle @pjmsautumn Being respectful is extremely important. One of the reasons why colorcolor did so poorly in Japan was because their pr boasted about them conquering the Japanese market and being better then their peers for being the youngest gg to hold a dome concert.,0
ObjectId(5cb6f7a35e7539387083da42),1.12E+18,"the girl in the bg is jimin__ girlfriend. she was at the london concert and was standing near the stage, i saw her crying while waving at jimin. at the end of the concert jimin called her onto the stage. i can confirm im the mic. https://t.co/tFCFedNYvn",1
ObjectId(5cb6f7a35e7539387083da43),1.12E+18,BeyoncÃ© Raises the Bar With 'Homecoming' Concert Film: Five Takeaways https://t.co/K9ocgafTMd,0
ObjectId(5cb6f7a35e7539387083da44),1.12E+18,#YouAreUs #arohanui concert #ChristchurchMosqueAttack #Christchurch 'protect the right to pray' Marlon Williams,0
ObjectId(5cb6f7a35e7539387083da45),1.12E+18,Zac Brown Band to Kick Off Palms Casino Resort's Kaos Pool Concert Series https://t.co/LbB5sqmiO1,0
ObjectId(5cb6f7a35e7539387083da46),1.12E+18,Choral singers from Kildare Direct Provision Centres prepare for National Concert Hall celebration https://t.co/ADhOY9DiWI,0
ObjectId(5cb6f7a35e7539387083da47),1.12E+18,I might have to slide to Mary concert,0
ObjectId(5cb6f7a35e7539387083da48),1.12E+18,It's gonna be a awesome possum concert....will u perform SAMi EP 's song live or any other instrumental piece like khorasan ? __ @SamiYusuf https://t.co/Ccz47zQ4Gy,0
ObjectId(5cb6f7a35e7539387083da49),1.12E+18,If this is just a 2 hour concert video count me out. Where's the behind the scenes footage? Where's Hov?,0
ObjectId(5cb6f7a35e7539387083da4a),1.12E+18,"Yesterday it was a year since one of the best days in my life. I finally saw Harry Styles live in concert on the 16/4/18. I could never thank Harry enough for everything he has done for me and others, I wish there was a way I could. I have so much I would say. Thank you Harry x_¤ï_",1
ObjectId(5cb6f7a85e7539387083df45),1.12E+18,TONIGHT! We will give MR. TODD THE MOFO OGREN! Our Hometown Hero a nice @933WMMR Welcome Home Concert Event! @RivalSonsUSA At @UnionTransfer ! Welcome back to Philly! Make sure you cheer real loud for our Local Boy On The Keys! @PierreRobert933 has a Block at Noon! @toddthemofo https://t.co/CVuanWPrlN,0
ObjectId(5cb6f7a85e7539387083df47),1.12E+18,@__ongnielwink Sureeee i have a plan to go Ph one day and maybe attend a concert or fm there at MOA _¤© i really wanna experience any con or fm at MOA heheh,0
ObjectId(5cb6f7a85e7539387083df49),1.12E+18,"@pauljasonklein 
if you read this, let me know
It's important to me
wrote this through tears and listening to the song ""Breakup""
P.s. our mother was also at the concert and she really likes your songs_¤ï_ https://t.co/1SFXDJEOvC",0
ObjectId(5cb6f7a85e7539387083df4b),1.12E+18,@LORAC_Cosmetics Iam not in to the how concert thing but I do love Lorax products! #Lit,-1
ObjectId(5cb6f7a85e7539387083df4c),1.12E+18,"#HwangMinHyun __ï¸_egno Concert Slogan by @deepand_more _

____Order by 17/04, 7pm
__60*20cm Magical Reflective / White Reflective Slogan
__Photocard, Sticker, Postcard, Transparent Fan, 4-cut Photostrip
__Full List: https://t.co/ElWAneluQ5

#nuest #_´ì__¤í_ #_©ë_ #é»___ #MinHyun https://t.co/qWDn7ZtXU7",0
ObjectId(5cb6f7a85e7539387083df4e),1.12E+18,@euphoricforkook @bpcultes This is Blinks concert photos  _¤£_¤£_¤£_¤£check them correctly....#blinksapologizetobts,0
ObjectId(5cb6f7a85e7539387083df50),1.12E+18,"Our next concert is @demontforthall 29th June 2019,  featuring Mozart__ Mass in C Minor and Linley__ Let God Arise. Thomas Linley was a contemporary and friend of Mozart__ and became known as the English Mozart.
Tickets: Â£24, Â£20, Â£10
DMH Box Office: 0116 2333111 https://t.co/9osmZfddws",0
ObjectId(5cb6f7a85e7539387083df52),1.12E+18,Round two of seeing @ShawnMendes tonight live in concert @TheO2 but this time I__ also meeting him at his meat and greet before the show. I__ super excited I can__ wait,1
ObjectId(5cb6f7a85e7539387083df54),1.12E+18,"@cwutechim BTS fan since 2018 (Nov)
0 Album
0 Lightsticks
0 Concert
0 Fanmeet 
But my love for them is more 1000000000000000000% __ Though it makes me sad sometimes that i can't even have their one album __",0
ObjectId(5cb6f7a85e7539387083df56),1.12E+18,".. concert tour, i prepared many cover songs for the Japanese fans. I would like to put out my own songs and music in Japanese. Last time i prepared a ballad medley, so this time i prepared a dance medley. Its strange why i need to sing cover songs when i have my own Jap songs",1
ObjectId(5cb6f7a85e7539387083df58),1.12E+18,why does everyone leave the concert with a crush on jongho because wow me too https://t.co/Ffr2TLWHRu,0
ObjectId(5cb6f7a85e7539387083df5a),1.12E+18,i want to attend the concert in gwangju too but my flight to US is on the 30th i dont wanna get stressed out _________,0
ObjectId(5cb6f7a85e7539387083df5c),1.12E+18,"#filmmusic: (San Diego / USA) 20.07.2019 - Back to the Future in Concert https://t.co/tZfDsSfFrf Alan Silvestri - Back to the Future

When teenager Marty McFly is blasted to 1955 in the DeLorean time machine created by the eccentric Doc Brown, he finds himself mixed up in a tim_",0
ObjectId(5cb6f7a85e7539387083df5e),1.12E+18,"#filmmusic: (San Diego / USA) 19.07.2019 - Galaxy Quest In Concert https://t.co/xFyN7ldW2r David Newman - Galaxy Quest

This cult-classic sci-fi spoof arrives in San Diego for its concert world premiere just in time for Comic-Con week. Stars of a 1970s sci-fi show are beamed ab_",0
ObjectId(5cb6f7a85e7539387083df60),1.12E+18,"#filmmusic: (San Diego / USA) 14.07.2019 - Harry Potter and the Half Blood Prince_ in Concert https://t.co/pyB44cIJ9N Nicholas Hooper - Harry Potter and the Half Blood Prince

See when Harry discovers a mysterious potions book in CineConcerts_ presentation of Harry Potter a_",0
ObjectId(5cb6f7a85e7539387083df62),1.12E+18,"#filmmusic: (San Diego / USA) 13.07.2019 - Harry Potter and the Half Blood Prince_ in Concert https://t.co/e6m9hdS3Ts Nicholas Hooper - Harry Potter and the Half Blood Prince

See when Harry discovers a mysterious potions book in CineConcerts_ presentation of Harry Potter a_",0
ObjectId(5cb6f7a85e7539387083df63),1.12E+18,"#filmmusic: (Croydon / United Kingdom) 21.09.2019 - The Music of Hans Zimmer vs John Williams https://t.co/Dg1mJjRxhY The London Concert Orchestra perform the very best epic scores from the two greatest film composers of all time.

Hans Zimmer:
Inception, Gladiator, Superman Ma_",0
ObjectId(5cb6f7a85e7539387083df65),1.12E+18,"#filmmusic: (Croydon / United Kingdom) 25.10.2019 - Licence to Thrill: The Music of Bond https://t.co/dpZljERFBs London Concert Orchestra
Louise Dearman guest singer
Tim Howar guest singer

Be Shaken and stirred by the music of the world__ most famous secret service agent.

Rel_",0
ObjectId(5cb6f7a85e7539387083df67),1.12E+18,"The girl in the bg is Jimin__ girlfriend. She was at the London concert and was standing near me in VIP, i saw her lockscreen and it was a couple pic with jimin. At the end of the concert she told me she was pregnant. I can confirm I'm the lockscreen https://t.co/KAFFBGHtju",1
ObjectId(5cb6f7a85e7539387083df69),1.12E+18,"So I heard that you get a better singing voice if you are eating potato chips, right before you are going to sing. So now the only thing I can think about. Is BTS eating a bunch of potato chips right before a concert.

@BTS_twt",0
ObjectId(5cb6f7a85e7539387083df6b),1.12E+18,"Sammi Cheng Lifestyle, Age, Height, Weight, Husband, Concert, Occupation... https://t.co/ioiAGEqc4Y via @YouTube",-1
ObjectId(5cb6f7a85e7539387083df6d),1.12E+18,@mayurtalele @CinemaLiveInfo Hey Mayur! We'd love to have the Westlife concert screened here. Please make it happen. Lot of fans are waiting as India hasn't  got a real Westlife concert yet &amp; a movie experience at Inox will be great!______,0
ObjectId(5cb6f7a85e7539387083df6f),1.12E+18,I found old voice memos I took during a one direction concert and honestly I__ triggered,1
ObjectId(5cb6f7a85e7539387083df71),1.12E+18,"I'll close this by saying that Petitet is himself the embodiment of Antifragility, a @FattestFatTony kind of character. He gave his most successful concert gnawed by a serious illness, and to ensure survival for his family he is not just a musician but also a big scrap dealer 8/8",0
ObjectId(5cb6f7a85e7539387083df73),1.12E+18,"@jimmyfallon After a Rick Springfield concert in the 80's, my friends and I were walking home. A limo passed so we did our best sexy girl poses at the passenger window just knowing it was a decoy.  The limo stopped and guess who rolled down that window?  Yep...Rick Springfield. #concertfail",0
ObjectId(5cb6f7a85e7539387083df75),1.12E+18,@ahmedraza560 @DevelopmentPk Bahria me allied class ha concert me b ay gi hi any how its good suggestion they need to coordinate with pcb for matches too,0
ObjectId(5cb6f7a85e7539387083df77),1.12E+18,"@thirdefying Nop, Japan sucks big time, they're very strict about recording on events and concerts. This account has a few videos of the concert tho. Let me find you the streaming link
https://t.co/nQ4UcnsmuM",0
ObjectId(5cb6f7a85e7539387083df79),1.12E+18,"Join Tim Feder and many other music ministers for a time of Praise and Worship at TODAH 2019. Admission is FREE! See flier for details.

#todah2019 #concert #events #praise #thekingdomtv #capetown #worship #dance #music #easter #event #outreach... https://t.co/gOJYqQOpo9",0
ObjectId(5cb6f7a85e7539387083df7b),1.12E+18,"I remember in the Paris concert 2018 it happened something similar to me, now I'm dating Kim namjoon 
You won't believe me and It's okay, one day it may happen to you.

Haters will say I'm laying but I have a proof that y'all can't deny https://t.co/vZ1UIZeVbp",1
ObjectId(5cb6f7a85e7539387083df7d),1.12E+18,OKAY I WANT GO GFRIEND CONCERT BYE,0
ObjectId(5cb6f7a85e7539387083df7f),1.12E+18,"TRANS Jpn | 17.04.19

__ONSTA X, 2019 JAPAN FAN CONCERT PICNIC
MONSTA X prepared gifts for everybody attending_£ï_
It's a pass sticker which will be pasted on MONBEBE by the staff___
__olors differ depending on performance
___Details 
__https://t.co/1p370Z9oy7
Pls look forward__"" https://t.co/WnYdFu195g",0
